id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
3109,I,1.1375,0.9125,0.3,15.5071765,8.164656,3.4869885,3.69960975,8.0
3110,F,1.525,1.1625,0.3625,27.68328675,11.4815475,6.02426875,7.087375,12.0
3111,M,1.225,0.9375,0.2875,16.40018575,7.10154975,3.04757125,5.5281525,10.0
3112,F,1.375,1.075,0.3875,23.09066775,9.2702865,4.63514325,6.9456275,10.0
3113,I,0.9375,0.725,0.2125,7.144074,3.2601925,1.6726205,2.1262125,7.0
3114,M,1.1,0.875,0.325,14.004653,5.99591925,3.38776525,4.3941725,10.0
3115,I,0.5125,0.375,0.1,1.09145575,0.18427175,0.1417475,0.2551455,4.0
3116,I,0.8125,0.6125,0.1875,5.00368675,2.551455,1.0489315,1.417475,6.0
3117,I,0.575,0.425,0.1375,1.26155275,0.49611625,0.35436875,0.510291,5.0
3118,F,1.4125,1.125,0.3875,25.1460065,9.6671795,5.046211,7.087375,10.0
3119,I,0.7875,0.575,0.175,3.6570855,1.60174675,0.7654365,1.020582,6.0
3120,I,1.225,0.95,0.3125,14.8834875,6.78970525,3.35941575,4.12485225,8.0
3121,I,1.1375,0.875,0.2625,14.07552675,7.55514175,3.41611475,3.685435,7.0
3122,F,1.775,1.375,0.425,44.21104525,24.79163775,10.67358675,12.757275,10.0
3123,I,1.1125,0.8125,0.25,10.886208,5.1312595,2.05533875,3.118445,7.0
3124,F,1.0875,0.875,0.3125,12.99824575,6.0951425,2.608154,3.685435,6.0
3125,I,0.9125,0.675,0.2125,6.10931725,2.67902775,1.4458245,1.984465,6.0
3126,I,0.75,0.55,0.225,3.628736,1.247378,0.75126175,0.9922325,5.0
3127,M,1.5125,1.2,0.375,31.39707125,14.21727425,6.973977,7.767763,9.0
3128,I,1.375,1.0625,0.325,21.659018,9.19941275,5.556502,5.726599,8.0
3129,F,1.3,1.0125,0.3125,18.58309725,7.7394135,4.91863825,5.2446575,9.0
3130,M,1.425,1.1375,0.425,25.060958,7.92368525,5.40057975,8.50485,20.0
3131,M,1.4125,1.125,0.375,25.7696955,12.133586,5.499803,6.23689,8.0
3132,F,1.8,1.375,0.525,63.389482,32.47435225,9.31281075,17.56251525,10.0
3133,F,1.375,1.0875,0.3875,27.21552,12.0485375,4.989512,8.3631025,10.0
3134,I,0.9875,0.6375,0.2,8.23552975,3.515338,1.8994165,2.551455,6.0
3135,I,1.125,0.8375,0.2625,9.28446125,4.46504625,1.814368,2.9766975,7.0
3136,I,0.9,0.7375,0.25,6.08096775,2.721552,1.6726205,2.4097075,7.0
3137,M,1.425,1.175,0.4125,31.127751,11.113004,5.62737575,11.623295,14.0
3138,M,1.5625,1.2,0.4125,28.50542225,12.927372,7.01650125,8.0796075,10.0
3139,I,0.5375,0.3625,0.15,1.0489315,0.35436875,0.226796,0.3118445,4.0
3140,M,1.4125,1.0375,0.3875,24.9192105,10.0640725,5.37223025,8.0796075,13.0
3141,M,1.2875,0.95,0.3375,18.71067,8.63242275,4.40834725,5.10291,11.0
3142,I,0.65,0.475,0.15,2.67902775,1.34660125,0.58116475,0.850485,6.0
3143,M,1.4875,1.15,0.3875,29.756487,13.65028425,5.93922025,8.788345,9.0
3144,M,1.425,1.1,0.3625,24.87668625,12.870673,5.57067675,6.23689,11.0
3145,I,1.4125,1.1,0.4,26.0531905,11.8784405,5.613201,7.37087,9.0
3146,I,1.1875,0.8875,0.3,12.99824575,5.499803,2.25378525,3.5436875,7.0
3147,M,1.6875,1.3375,0.45,45.91201525,20.68096025,9.128539,13.324265,13.0
3148,M,1.3625,1.0625,0.4,21.715717,7.6260155,4.3374735,8.1930055,17.0
3149,M,1.475,1.1625,0.3625,26.80445225,11.0846545,5.329706,7.087375,9.0
3150,F,1.225,0.95,0.4,17.70426275,6.0951425,3.86970675,6.80388,9.0
3151,M,1.4375,1.15,0.425,26.35086025,12.57300325,5.51397775,7.087375,10.0
3152,F,1.3875,1.1,0.375,22.38193025,10.9145575,4.6776675,7.37087,10.0
3153,M,1.625,1.35,0.4375,44.9906565,19.107563,10.10659675,11.66581925,9.0
3154,I,1.375,1.05,0.3625,23.019794,8.788345,3.6570855,9.355335,20.0
3155,F,1.5125,1.2,0.4,35.6920205,14.50076925,7.654365,9.1001895,12.0
3156,I,1.175,0.8875,0.35,13.53688625,4.9611625,3.0900955,4.9611625,8.0
3157,I,1.0125,0.7875,0.25,8.618248,3.3168915,1.7293195,2.9766975,9.0
3158,F,1.65,1.2875,0.475,41.23434775,17.2081465,10.56018875,10.5176645,11.0
3159,F,1.425,1.125,0.35,25.3728025,12.2753335,5.99591925,5.953395,9.0
3160,M,1.3125,1.0,0.375,19.901349,8.51902475,4.32329875,6.3219385,12.0
3161,M,1.425,1.1,0.425,24.67823975,10.829509,4.3941725,7.2291225,18.0
3162,M,1.5875,1.2875,0.4375,35.13920525,14.4298955,8.66077225,9.63883,12.0
3163,F,1.7125,1.375,0.5,43.21881275,18.4555245,10.70193625,11.623295,11.0
3164,F,1.25,0.9875,0.3125,16.62698175,7.07320025,3.061746,4.819415,8.0
3165,F,1.3125,1.0375,0.3875,20.638436,8.06543275,4.40834725,6.520385,13.0
3166,F,1.425,1.1,0.375,28.44872325,14.8834875,6.3219385,7.2291225,9.0
3167,I,1.1,0.8125,0.275,11.8217415,4.9044635,2.48058125,3.2601925,8.0
3168,M,1.4125,1.075,0.375,23.71435675,10.64523725,5.40057975,7.087375,9.0
3169,M,1.0125,0.75,0.275,8.9300925,3.75630875,1.6159215,2.6932025,9.0
3170,M,1.475,1.175,0.4,28.066005,12.96989625,6.22271525,7.93786,11.0
3171,F,1.25,0.9625,0.3875,18.030282,7.767763,5.51397775,5.8116475,9.0
3172,F,1.4875,1.2375,0.4625,36.117263,13.73533275,7.2858215,11.623295,10.0
3173,F,1.425,1.1375,0.375,24.79163775,9.08601475,6.8322295,7.7961125,12.0
3174,I,0.375,0.325,0.1,0.89300925,0.35436875,0.18427175,0.29766975,4.0
3175,M,1.425,1.1125,0.3625,28.64716975,14.75591475,5.48562825,6.80388,10.0
3176,I,1.0375,0.8125,0.2625,7.98038425,3.912231,1.7293195,2.551455,7.0
3177,I,1.3125,1.0375,0.375,23.09066775,11.226402,4.876114,5.99591925,9.0
3178,F,1.4,1.1,0.325,23.28911425,10.6310625,4.86193925,6.9456275,12.0
3179,M,1.2,0.95,0.3125,16.48523425,6.7755305,3.01922175,5.8116475,13.0
3180,M,0.95,0.6875,0.225,6.7188315,2.6932025,1.11980525,2.26796,7.0
3181,I,1.075,0.8375,0.275,10.19164525,4.83358975,2.2963095,2.9766975,8.0
3182,F,1.625,1.3,0.425,39.745999,20.9502805,8.49067525,10.3475675,11.0
3183,I,0.6875,0.5125,0.125,2.2396105,0.737087,0.52446575,0.8788345,5.0
3184,F,1.375,1.0375,0.375,25.27357925,9.07184,6.22271525,8.0796075,15.0
3185,F,1.125,0.875,0.2625,11.89261525,4.55009475,1.88524175,4.1106775,13.0
3186,M,0.85,0.6875,0.225,5.06038575,2.11203775,1.48834875,1.5592225,7.0
3187,F,1.5625,1.225,0.45,34.5013415,15.4504775,7.654365,10.5176645,11.0
3188,M,1.6125,1.2625,0.45,43.70075425,19.46193175,8.8166945,11.1980525,10.0
3189,F,1.6875,1.325,0.4625,41.8722115,15.8473705,8.77417025,12.88484775,20.0
3190,F,1.525,1.1875,0.5125,37.32211675,12.813974,6.13766675,13.891255,16.0
3191,I,1.0875,0.875,0.275,11.7650425,5.499803,2.5798045,3.685435,8.0
3192,F,1.8,1.4125,0.5,48.23667425,23.26076475,10.16329575,13.42348825,10.0
3193,I,0.7875,0.575,0.2,4.2807745,1.6726205,0.8788345,1.2757275,7.0
3194,I,0.775,0.5625,0.175,3.4302895,1.3324265,0.69456275,1.14815475,7.0
3195,I,0.6125,0.475,0.175,2.14038725,0.8788345,0.510291,0.7087375,5.0
3196,M,1.3125,1.0,0.275,18.540573,8.3064035,3.72795925,4.40834725,10.0
3197,F,1.5,1.2,0.4375,34.6147395,13.5227115,6.08096775,9.3269855,15.0
3198,M,1.4375,1.075,0.4125,36.1885285,17.16562225,8.60407325,8.9300925,9.0
3199,F,1.5625,1.1875,0.4375,33.40988575,14.13222575,8.0229085,8.788345,10.0
3200,M,1.3,1.0375,0.3875,20.0430965,7.66853975,4.8477645,5.10291,12.0
3201,I,0.6375,0.4625,0.1125,2.62232875,1.1056305,0.46776675,0.5953395,6.0
3202,I,1.0125,0.75,0.225,8.901743,3.572037,1.587572,2.16873675,7.0
3203,I,1.25,0.95,0.2875,16.386011,7.10154975,3.75630875,4.252425,8.0
3204,I,1.125,0.875,0.2625,13.96212875,6.180191,2.8066005,3.75630875,8.0
3205,M,1.2125,0.8875,0.2875,11.0846545,4.91863825,2.4664065,3.5436875,8.0
3206,I,0.9125,0.675,0.1875,5.1312595,2.67902775,1.26155275,1.70097,6.0
3207,M,1.3875,1.1,0.375,24.62154075,10.44679075,4.9044635,8.29222875,10.0
3208,F,1.3875,1.1,0.4875,26.38697725,10.50348975,7.78193775,8.50485,10.0
3209,F,1.5625,1.25,0.4,34.89182725,15.592225,7.38504475,8.6465975,9.0
3210,M,1.5375,1.175,0.375,32.6302745,15.1102835,6.406987,8.74582075,13.0
3211,I,1.25,1.0,0.3875,18.71067,7.24329725,5.68407475,5.953395,11.0
3212,I,1.45,1.1125,0.4,30.0221205,14.4298955,6.7188315,6.9456275,9.0
3213,I,1.025,0.775,0.25,7.98038425,3.55786225,1.7293195,2.551455,7.0
3214,I,1.0375,0.825,0.275,10.41844125,4.8477645,2.2963095,2.8632995,9.0
3215,I,0.6375,0.4875,0.1625,2.608154,0.963883,0.66621325,0.8221355,7.0
3216,M,1.525,1.2125,0.425,31.42542075,14.13222575,7.427569,8.9300925,13.0
3217,I,1.325,1.0625,0.3625,20.76600875,7.95203475,5.71242425,6.066793,8.0
3218,I,1.25,0.9625,0.325,16.44271,7.92368525,3.52951275,4.649318,10.0
3219,M,1.45,1.15,0.3875,26.2799865,9.87980075,5.386405,7.7961125,9.0
3220,I,1.0625,0.7875,0.25,10.33339275,4.025629,1.80019325,2.9766975,6.0
3221,F,1.5,1.175,0.4,31.62386725,15.97494325,6.98815175,8.788345,9.0
3222,I,1.375,1.075,0.35,23.00561925,12.1052365,4.32329875,6.463686,9.0
3223,I,1.375,1.075,0.3375,21.8007655,8.391452,4.40834725,6.520385,11.0
3224,F,1.225,0.975,0.35,16.62698175,6.76135575,3.50116325,5.2446575,8.0
3225,F,1.2,0.9625,0.35,17.90270925,6.78970525,3.061746,6.80388,10.0
3226,I,1.15,0.875,0.275,12.984071,5.329706,2.4664065,3.1467945,8.0
3227,M,1.6625,1.3625,0.5125,49.45570275,21.262125,8.40562675,14.0330025,10.0
3228,I,1.25,0.975,0.3,18.1153305,8.60407325,4.309124,4.479221,8.0
3229,I,0.8875,0.675,0.225,5.79747275,2.211261,1.304077,1.8427175,9.0
3230,I,1.175,0.9375,0.325,15.77649675,7.01650125,3.72795925,4.876114,8.0
3231,I,1.075,0.8,0.2875,11.2547515,4.63514325,2.5231055,3.40194,9.0
3232,F,1.6125,1.25,0.425,38.838815,19.561155,9.8372765,9.11436425,13.0
3233,I,1.1125,0.825,0.3,11.6516445,5.273007,2.33883375,3.118445,8.0
3234,I,1.075,0.8125,0.25,10.95708175,3.515338,2.608154,3.118445,8.0
3235,M,1.7625,1.3,0.475,49.34230475,24.6924145,9.51125725,11.90679,10.0
3236,I,0.6625,0.5125,0.15,2.76407625,1.020582,0.5386405,0.9922325,5.0
3237,F,1.6125,1.225,0.375,32.4601775,12.57300325,7.61184075,9.2135875,10.0
3238,I,1.3125,1.0375,0.3875,20.638436,9.525432,4.819415,7.2291225,12.0
3239,I,0.7625,0.55,0.2125,3.96893,1.34660125,0.75126175,0.9922325,6.0
3240,F,1.55,1.1875,0.425,38.82464025,11.89261525,5.499803,11.90679,17.0
3241,F,1.3375,1.05,0.375,26.12406425,10.035723,6.406987,7.654365,12.0
3242,F,1.575,1.2625,0.45,36.18813675,15.52135125,7.24329725,9.8372765,10.0
3243,I,0.9,0.675,0.225,6.30776375,3.005047,1.417475,1.984465,7.0
3244,F,1.5625,1.25,0.425,34.8415355,14.33067225,7.47009325,9.07184,11.0
3245,F,1.4,1.125,0.3875,31.3261975,15.60639975,6.7755305,7.93786,10.0
3246,I,0.95,0.6875,0.2375,7.9095105,3.55786225,1.48834875,2.551455,7.0
3247,I,0.8125,0.5625,0.2,3.515338,1.9561155,0.850485,1.1056305,7.0
3248,F,1.65,1.3375,0.4875,40.7382315,17.860185,9.2135875,12.45960525,12.0
3249,M,1.55,1.2125,0.4875,34.60056475,14.74174,6.87475375,10.489315,13.0
3250,F,1.7125,1.3375,0.4375,42.354153,18.0586315,8.34892775,9.7805775,10.0
3251,M,1.45,1.05,0.2875,20.99280475,10.6877615,4.40834725,5.00368675,6.0
3252,I,1.4125,1.1125,0.4,23.700182,9.70970375,5.5281525,7.9095105,10.0
3253,M,1.575,1.2625,0.4375,32.1199835,15.025235,7.24329725,8.9300925,12.0
3254,M,1.55,1.1875,0.45,37.37881575,16.6978555,7.994559,9.922325,19.0
3255,M,1.2875,0.975,0.3125,15.71979775,8.32057825,2.721552,4.53592,7.0
3256,F,1.4,1.1125,0.3875,24.67823975,11.1980525,5.76912325,7.087375,9.0
3257,M,1.4,1.1,0.35,22.75047375,10.5176645,4.57844425,6.6621325,9.0
3258,F,1.6,1.2625,0.4375,33.57998275,13.9763035,7.75358825,9.4970825,10.0
3259,I,0.85,0.65,0.2125,5.20213325,1.88524175,1.28990225,1.2757275,6.0
3260,F,1.675,1.3125,0.4375,38.68289275,14.8834875,8.43397625,11.15552825,16.0
3261,I,0.45,0.325,0.1125,0.89300925,0.35436875,0.26932025,0.3118445,4.0
3262,M,1.3625,1.1,0.3875,24.81998725,10.36174225,4.3374735,7.5126175,12.0
3263,M,1.3375,1.0,0.4,21.9708625,7.35669525,4.7910655,6.87475375,10.0
3264,F,1.1875,0.9375,0.275,14.571643,6.0384435,3.231843,4.252425,10.0
3265,F,1.65,1.2625,0.4375,40.9083285,17.8885345,9.05766525,10.0640725,9.0
3266,M,1.4,1.1,0.3625,26.1665885,11.679994,6.36446275,6.463686,13.0
3267,I,0.8875,0.6875,0.225,6.39281225,2.721552,1.190679,1.644271,7.0
3268,M,1.575,1.225,0.4125,32.16250775,13.31009025,6.577084,8.3631025,11.0
3269,M,1.475,1.1375,0.3375,28.36367475,11.97766375,7.66853975,8.9300925,13.0
3270,I,1.2375,0.9875,0.3,14.628342,6.13766675,3.69960975,4.252425,8.0
3271,F,1.6,1.2875,0.4125,31.354547,14.35902175,6.64795775,8.6465975,12.0
3272,F,1.7,1.3375,0.525,44.9906565,20.695135,10.70193625,13.36678925,10.0
3273,I,0.675,0.5125,0.1625,2.3530085,0.86465975,0.56699,0.69456275,5.0
3274,F,1.5625,1.2125,0.425,38.03085425,18.72484475,8.57572375,10.0640725,12.0
3275,F,1.325,1.025,0.3625,22.89222125,6.8889285,4.89028875,8.50485,14.0
3276,F,1.425,1.1125,0.3625,23.7285315,11.736693,6.066793,6.6621325,10.0
3277,F,1.6875,1.375,0.475,43.1762885,19.6462035,11.5382465,12.757275,12.0
3278,F,1.3,1.05,0.375,24.7491135,8.845044,4.01145425,7.93786,15.0
3279,M,1.425,1.125,0.375,24.59319125,12.0485375,4.77689075,4.9611625,10.0
3280,F,1.4875,1.1375,0.375,26.988724,11.0846545,6.13766675,7.087375,8.0
3281,I,1.1125,0.8125,0.3,11.09882925,5.68407475,3.01922175,3.118445,7.0
3282,F,1.55,1.225,0.425,30.51823675,13.62193475,6.33611325,8.6465975,8.0
3283,M,1.45,1.0625,0.375,23.71435675,10.5176645,6.25106475,6.6621325,10.0
3284,F,1.8,1.4375,0.5375,62.3972495,30.09299425,14.5432935,18.8524175,12.0
3285,F,1.8,1.4,0.5375,57.606184,19.83047525,13.721158,15.592225,19.0
3286,M,1.6,1.25,0.4375,40.7382315,18.15785475,7.35669525,10.20582,11.0
3287,M,1.2375,0.95,0.3625,16.42853525,6.350288,3.2034935,5.2446575,13.0
3288,F,1.5625,1.225,0.4125,32.2333815,15.762322,7.3992195,8.6465975,11.0
3289,I,1.175,0.9,0.325,15.2236815,6.13766675,3.38776525,4.3941725,10.0
3290,M,0.8125,0.6,0.2125,4.91863825,1.5025235,0.97805775,1.417475,10.0
3291,F,1.5125,1.1625,0.4,30.91512975,12.82814875,5.40057975,10.0640725,11.0
3292,M,1.1125,0.8375,0.2875,11.94931425,5.37223025,2.891649,3.1467945,7.0
3293,I,0.7,0.5125,0.15,2.99087225,1.26155275,0.58116475,0.850485,6.0
3294,I,1.25,0.975,0.3,15.43630275,6.633783,3.98310475,4.7343665,10.0
3295,F,1.5125,1.2375,0.4,29.9654215,12.00601325,6.7755305,8.9300925,10.0
3296,F,1.5,1.1875,0.3375,27.68328675,12.11941125,5.57067675,7.654365,13.0
3297,M,1.425,1.1875,0.4375,28.02348075,10.6877615,6.3786375,9.07184,10.0
3298,M,1.475,1.175,0.3625,28.066005,11.4248485,6.93145275,7.2291225,11.0
3299,I,1.0125,0.7625,0.2625,10.95708175,4.46504625,2.22543575,2.90582375,7.0
3300,I,0.7,0.4125,0.1625,2.45223175,0.97805775,0.226796,0.69456275,5.0
3301,I,1.175,0.9,0.3,15.5071765,6.5487345,3.50116325,4.6776675,7.0
3302,F,1.625,1.2875,0.475,37.74735925,16.0174675,9.53960675,11.056305,10.0
3303,M,1.3125,0.9875,0.3125,18.4555245,8.97261675,3.7137845,5.386405,8.0
3304,I,0.875,0.6625,0.2125,5.10291,2.9766975,1.48834875,1.871067,6.0
3305,M,1.45,1.1375,0.3875,29.10076175,15.195332,7.15824875,7.5126175,10.0
3306,M,1.575,1.2,0.35,31.6096925,15.77649675,6.50621025,7.5126175,10.0
3307,F,1.725,1.375,0.45,51.7378375,23.31746375,12.530479,12.3320325,12.0
3308,F,1.425,1.1125,0.375,24.777463,10.375917,5.06038575,6.80388,12.0
3309,M,1.5625,1.225,0.45,38.42774725,14.50076925,8.5898985,12.65805175,15.0
3310,F,1.5125,1.175,0.4375,32.33260475,13.70698325,7.767763,10.0640725,12.0
3311,F,1.425,1.075,0.375,25.27357925,10.95708175,5.88252125,7.200773,10.0
3312,I,1.075,0.8375,0.25,9.19941275,4.40834725,1.97029025,2.551455,7.0
3313,F,1.4125,1.1125,0.3875,25.92561775,12.3887315,5.6699,7.93786,9.0
3314,I,1.175,0.9,0.3,16.40018575,9.08601475,4.53592,3.96893,8.0
3315,M,1.5625,1.1875,0.3625,31.62386725,13.73533275,8.561549,8.50485,9.0
3316,M,1.5,1.1875,0.3625,31.70891575,14.67086625,6.917278,8.788345,10.0
3317,I,0.7375,0.5375,0.2125,3.515338,1.37495075,0.963883,1.13398,7.0
3318,M,1.45,1.1125,0.3875,22.52367775,8.83086925,5.85417175,7.37087,11.0
3319,I,0.75,0.575,0.2,3.96893,1.417475,0.75126175,1.28990225,7.0
3320,F,1.525,1.175,0.425,34.5013415,15.06775925,8.391452,9.07184,11.0
3321,I,1.3125,1.0625,0.3,19.29183475,8.34892775,4.025629,7.2291225,9.0
3322,I,0.9875,0.7375,0.275,8.57572375,4.3374735,1.85689225,2.83495,6.0
3323,M,1.425,1.125,0.4375,24.4089195,7.29999625,5.5281525,8.0796075,21.0
3324,F,1.55,1.2125,0.4125,28.689694,12.0485375,5.62737575,8.50485,16.0
3325,M,1.4375,1.075,0.3375,23.88445375,8.7599955,5.48562825,7.144074,10.0
3326,F,1.4,1.1,0.4,25.41532675,11.736693,6.05261825,6.87475375,9.0
3327,M,1.2625,1.0,0.375,20.05727125,9.31281075,4.60679375,5.0178615,8.0
3328,I,0.6375,0.4625,0.175,2.0128145,0.89300925,0.510291,0.7087375,5.0
3329,F,1.6625,1.3125,0.4,38.88133925,17.4349425,9.99319875,9.355335,9.0
3330,F,1.3625,1.0625,0.4125,20.638436,9.7805775,4.66349275,5.953395,10.0
3331,I,1.2,0.95,0.3125,18.767369,8.60407325,3.6570855,4.5642695,8.0
3332,M,1.175,0.9125,0.2875,13.53688625,5.71242425,3.50116325,3.40194,7.0
3333,I,1.3125,1.0,0.3,17.633389,6.4920355,3.8838815,5.2446575,9.0
3334,F,1.5875,1.2125,0.425,38.82464025,16.23008875,8.37727725,10.0640725,12.0
3335,I,0.9125,0.675,0.225,6.39281225,3.13261975,1.190679,1.71514475,6.0
3336,F,1.7625,1.375,0.5,52.12055575,21.98503725,12.47378,12.85649825,11.0
3337,M,1.5,1.175,0.375,32.13415825,16.8112535,7.10154975,8.221355,10.0
3338,I,0.7375,0.5875,0.1875,4.6209685,1.5025235,1.34660125,1.417475,6.0
3339,M,1.5625,1.2125,0.475,34.2178465,11.75086775,8.0796075,11.90679,19.0
3340,I,1.0625,0.8125,0.2625,10.8011595,4.83358975,1.54504775,3.2601925,8.0
3341,F,1.575,1.225,0.425,34.5580405,15.06775925,7.98038425,9.7805775,12.0
3342,I,0.7375,0.575,0.2125,3.92640575,1.63009625,0.8788345,1.13398,7.0
3343,M,1.4375,1.1875,0.4,29.029888,13.08329425,6.59125875,9.14271375,11.0
3344,M,1.2625,0.95,0.3,17.633389,8.1930055,3.345241,4.35164825,7.0
3345,F,1.3125,1.025,0.2625,19.97222275,9.25611175,3.64291075,5.216308,11.0
3346,I,1.125,0.8375,0.2125,9.73805325,4.4508715,2.25378525,3.118445,8.0
3347,I,1.45,1.1,0.3875,24.62154075,10.9145575,4.63514325,8.50485,11.0
3348,I,0.7,0.5,0.175,2.87747425,1.17650425,0.52446575,0.907184,6.0
3349,I,0.85,0.625,0.225,6.59125875,2.82077525,1.40330025,1.984465,11.0
3350,I,1.425,1.0875,0.375,25.911443,10.6877615,5.14543425,6.0951425,9.0
3351,F,1.3625,1.05,0.4,24.87668625,10.0073735,4.57844425,8.6465975,10.0
3352,F,1.225,0.9875,0.3125,16.9246515,8.32057825,3.89805625,4.819415,8.0
3353,F,1.5875,1.2875,0.4375,34.6147395,15.52135125,8.29222875,8.9867915,12.0
3354,I,1.175,0.925,0.35,12.757275,5.4147545,2.45223175,4.1106775,8.0
3355,I,0.7375,0.5375,0.1875,4.20990075,1.85689225,0.97805775,1.2757275,6.0
3356,M,1.5,1.125,0.3625,24.13959925,11.35397475,5.59902625,6.520385,8.0
3357,M,1.7375,1.3375,0.5125,51.766187,21.16290175,11.58077075,14.8834875,11.0
3358,I,1.05,0.8125,0.25,9.4970825,3.47281375,1.80019325,2.9766975,7.0
3359,I,1.0375,0.8125,0.25,9.185238,4.6776675,1.88524175,2.9766975,6.0
3360,M,1.1,0.875,0.3,11.89261525,4.8477645,2.36718325,3.8271825,9.0
3361,M,1.1375,0.8375,0.35,12.43125575,5.556502,2.778251,3.5436875,10.0
3362,M,1.5,1.1875,0.3625,27.179403,9.695529,5.17378375,9.922325,15.0
3363,I,1.15,0.9,0.25,12.34620725,6.066793,2.551455,3.5436875,7.0
3364,F,1.4875,1.1375,0.425,31.48211975,11.04213025,6.59125875,9.355335,10.0
3365,M,1.4,1.0375,0.375,28.5479465,9.2135875,5.783298,9.79475225,23.0
3366,F,1.525,1.2125,0.375,32.95629375,16.42853525,6.973977,8.1930055,11.0
3367,F,1.375,1.075,0.35,20.6100865,8.20718025,4.57844425,6.23689,10.0
3368,F,1.325,1.0375,0.3625,21.72989175,7.3992195,5.71242425,6.520385,12.0
3369,F,1.5625,1.2,0.4,30.07241225,14.69921575,7.24329725,8.6465975,10.0
3370,M,1.3125,1.0625,0.3125,19.901349,9.6104805,4.479221,6.23689,13.0
3371,I,1.2625,0.9375,0.2875,16.71203025,7.030676,3.78465825,4.26659975,11.0
3372,I,1.1625,0.925,0.3125,15.43630275,6.05261825,3.061746,4.819415,9.0
3373,I,0.675,0.4875,0.2,3.005047,1.360776,0.52446575,0.850485,7.0
3374,M,1.6625,1.3125,0.4125,41.23434775,17.42076775,7.824462,12.757275,14.0
3375,I,1.1875,0.875,0.275,12.984071,5.953395,2.67902775,3.7137845,10.0
3376,I,0.575,0.3375,0.1125,1.40330025,0.49611625,0.35436875,0.35436875,3.0
3377,F,1.55,1.2,0.4125,31.18445,11.49572225,6.973977,9.2135875,10.0
3378,M,1.4125,1.1625,0.45,29.766975,10.77281,5.82582225,9.922325,21.0
3379,M,0.8875,0.65,0.25,7.78193775,2.28213475,1.417475,2.4097075,11.0
3380,M,1.625,1.4625,0.5375,54.7995835,23.6151335,10.13494625,15.025235,13.0
3381,F,1.525,1.1875,0.4375,32.98464325,14.5432935,7.257472,9.922325,10.0
3382,M,1.275,1.0,0.3125,16.9813505,6.78970525,3.8838815,5.2446575,10.0
3383,M,1.5125,1.175,0.4,32.16250775,14.685041,7.314171,7.654365,10.0
3384,M,1.5125,1.15,0.3875,28.8314415,11.12717875,7.10154975,8.221355,10.0
3385,I,1.125,0.875,0.35,14.2030995,6.3786375,3.04757125,4.1106775,11.0
3386,I,1.1,0.875,0.275,12.927372,5.953395,2.79242575,3.8271825,6.0
3387,I,0.8375,0.625,0.2125,4.8477645,1.91359125,0.97805775,1.6159215,6.0
3388,F,1.6125,1.3,0.4875,44.0834725,19.220961,10.149121,12.6155275,10.0
3389,F,1.6125,1.225,0.375,32.0065855,16.953001,7.597666,8.221355,10.0
3390,F,1.6,1.275,0.5125,39.56172725,16.51358375,8.2497045,11.623295,12.0
3391,I,0.95,0.6875,0.275,7.9095105,2.6932025,1.48834875,2.4097075,8.0
3392,F,0.8375,0.625,0.2125,4.80524025,1.60174675,0.97805775,1.360776,11.0
3393,I,1.2125,0.925,0.2625,14.628342,7.3992195,3.6003865,3.81300775,7.0
3394,I,1.1,0.825,0.225,10.8011595,4.6209685,2.4097075,2.6932025,7.0
3395,I,1.0125,0.7625,0.25,10.9145575,4.49339575,2.25378525,2.9766975,7.0
3396,F,1.175,0.9375,0.2875,14.8267885,5.82582225,3.6003865,4.3941725,12.0
3397,M,1.15,0.8875,0.3,13.99047825,5.329706,2.3530085,4.819415,12.0
3398,I,1.0125,0.775,0.225,7.49844275,3.58621175,1.43164975,2.1262125,7.0
3399,M,1.4625,1.1375,0.3625,26.46425825,11.169703,5.59902625,8.788345,10.0
3400,F,1.4125,1.1,0.425,24.76328825,8.8733935,5.10291,8.50485,15.0
3401,I,1.2,0.8875,0.3125,14.7133905,6.293589,2.93417325,4.819415,9.0
3402,M,1.475,1.125,0.35,22.5378525,9.7238785,5.17378375,6.23689,8.0
3403,I,0.925,0.6875,0.2125,7.257472,4.09650275,1.43164975,1.927766,6.0
3404,M,1.4375,1.1125,0.375,27.8108595,11.7083435,5.99591925,7.654365,13.0
3405,M,1.2,0.8875,0.3125,12.99824575,5.37223025,2.4664065,3.96893,8.0
3406,M,1.475,1.175,0.4125,25.4295015,10.6877615,6.67630725,6.6621325,8.0
3407,F,1.5375,1.225,0.375,32.545226,15.15280775,7.81028725,8.9300925,10.0
3408,I,0.775,0.575,0.2,4.252425,1.814368,0.963883,1.2757275,10.0
3409,I,1.2875,0.9875,0.3125,15.29455525,7.04485075,3.72795925,4.252425,9.0
3410,M,1.5,1.1875,0.4375,23.43086175,10.4609655,5.6699,7.37087,15.0
3411,M,1.4625,1.125,0.4625,26.09571475,11.453198,6.22271525,8.3631025,11.0
3412,M,1.7,1.35,0.4625,44.55123925,18.824068,10.92873225,13.834556,11.0
3413,M,1.425,1.1375,0.3875,31.14192575,13.53688625,7.24329725,8.3631025,9.0
3414,M,1.4375,1.125,0.4375,30.8726055,14.911837,5.48562825,7.654365,10.0
3415,F,1.775,1.4125,0.525,53.28288525,25.911443,10.10659675,12.8990225,11.0
3416,F,1.5625,1.2125,0.3875,35.72037,16.782904,7.81028725,9.7805775,10.0
